456,135.1851851851852
460,135.1851851851852
464,135.1851851851852
468,135.1851851851852
472,135.1851851851852
760,140.74074074074076
764,140.74074074074076
768,140.74074074074076
772,140.74074074074076
776,140.74074074074076
1060,174.07407407407408
1064,174.07407407407408
1068,174.07407407407408
1072,174.07407407407408
1076,174.07407407407408
1340,137.96296296296296
1344,137.96296296296296
1348,137.96296296296296
1352,137.96296296296296
1356,137.96296296296296
1640,99.07407407407408
1644,99.07407407407408
1648,99.07407407407408
1652,99.07407407407408
1656,99.07407407407408
1932,85.18518518518518
1936,85.18518518518518
1940,85.18518518518518
1944,85.18518518518518
1948,85.18518518518518
2208,132.40740740740742
2212,132.40740740740742
2216,132.40740740740742
2220,132.40740740740742
2224,132.40740740740742
2508,143.5185185185185
2512,143.5185185185185
2516,143.5185185185185
2520,143.5185185185185
2524,143.5185185185185
2816,112.96296296296296
2820,112.96296296296296
2824,112.96296296296296
2828,112.96296296296296
2832,112.96296296296296
3096,90.74074074074075
3100,90.74074074074075
3104,90.74074074074075
3108,90.74074074074075
3112,90.74074074074075
3384,104.62962962962963
3388,104.62962962962963
3392,104.62962962962963
3396,104.62962962962963
3400,104.62962962962963
3676,135.1851851851852
3680,135.1851851851852
3684,135.1851851851852
3688,135.1851851851852
3692,135.1851851851852
3696,135.1851851851852
3980,121.29629629629629
3984,121.29629629629629
3988,121.29629629629629
3992,121.29629629629629
3996,121.29629629629629
4268,85.18518518518518
4272,85.18518518518518
4276,85.18518518518518
4280,85.18518518518518
4284,85.18518518518518
4564,68.51851851851852
4568,68.51851851851852
4572,68.51851851851852
4576,68.51851851851852
4580,68.51851851851852
4584,68.51851851851852
4856,129.62962962962962
4860,129.62962962962962
4864,129.62962962962962
4868,129.62962962962962
4872,129.62962962962962
5132,204.62962962962965
5136,204.62962962962965
5140,204.62962962962965
5144,204.62962962962965
5148,204.62962962962965
5152,204.62962962962965
5156,204.62962962962965
5428,165.74074074074073
5432,165.74074074074073
5436,165.74074074074073
5440,165.74074074074073
5444,165.74074074074073
5700,29.62962962962963
5704,29.62962962962963
5708,29.62962962962963
5712,29.62962962962963
5716,29.62962962962963
5720,29.62962962962963
5724,29.62962962962963
